203,28,6
204,10,47
204,0,9
204,0,1
205,1,89
205,1,36
206,45,1
206,1,11
207,20,0
207,16,0
207,10,92
208,10,1
209,1,31
209,56,49
210,24,25
210,37,10
210,33,0
211,0,1
212,10,58
212,47,1
212,81,1
213,33,20
213,86,5
213,3,10
213,1,10
214,1,84
214,35,1
215,0,1
216,1,74
217,0,10
217,86,1
217,3,46
218,1,66
218,10,44
219,1,79
219,25,1
219,10,4
220,1,95
220,27,40
220,10,42
222,26,100
223,36,1
223,1,100
223,0,1
223,0,18
224,37,1
224,20,11
225,1,65
225,0,40
225,75,5
226,82,77
226,10,58
227,0,88
227,0,100
228,4,35
228,0,1
229,0,1
229,1,0
229,57,10
230,0,1
230,45,1
231,45,1
231,1,31
231,1,74
232,1,0
232,10,30
233,37,1
233,0,60
234,55,67
234,100,0
235,5,1
236,93,84
237,59,1
237,26,61
238,0,1
238,29,2
239,93,10
239,0,10
240,100,84
240,1,18
240,34,1
241,30,43
241,10,1
241,83,95
242,75,1
242,89,1
243,1,0
243,1,80
244,1,49
244,10,20
245,10,18
245,81,0
245,62,22
246,8,35
246,79,34
247,99,1
247,51,1
247,96,94
247,1,100
248,10,1
248,0,38
249,1,19
249,26,21
250,100,1
251,87,60
252,40,28
252,1,56
253,61,0
253,90,1
254,99,1
254,16,79
254,1,53
255,71,29
255,45,1
255,1,74
255,96,0
256,10,96
256,1,0
257,1,10
257,10,100
257,25,53
259,0,50
259,52,40
260,10,0
260,70,1
261,0,97
261,77,4
262,100,1
262,12,77
262,1,73
263,31,1
263,16,0
263,1,11
264,91,93
265,10,1
266,0,27
266,2,10
267,55,0
267,79,1
268,100,10
268,10,58
268,47,1
269,51,36
269,57,1
270,12,7
270,68,77
270,30,0
270,1,55
271,1,34
272,33,37
272,1,99
272,1,0
272,47,29
273,93,80
273,100,46
274,10,1
274,71,1
274,1,10
274,100,1
274,0,1
275,1,98
275,25,0
275,0,50
276,0,1
276,3,2
276,23,1
278,7,63
278,10,1
278,25,7
279,71,100
279,1,93
280,0,15
281,27,18
282,0,1
282,100,17
282,0,36
283,10,2
283,1,100
284,1,72
284,12,8
285,19,40
286,14,66
287,1,0
287,73,83
287,5,1
287,4,61
288,57,0
289,18,100
290,64,10
290,10,12
291,32,10
291,1,54
291,90,0
291,1,41
292,1,79
292,81,7
293,1,23
293,34,30
293,1,34
294,10,1
294,1,59
294,99,1
295,98,10
296,1,100
297,68,100
297,58,1
299,83,1
299,38,30
300,1,78
300,2,0
